EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition_
2594,28,No,Non-Travel,Research & Development,21,1,Medical,1,Male,3,Research Scientist,Single,79780,1,Y,16,8,2,5,2,5,1,4,3,3,2,3,3,0
2595,31,No,Non-Travel,Sales,23,1,Medical,1,Male,1,Sales Executive,Divorced,38670,1,Y,11,8,1,4,4,4,2,3,3,1,4,4,3,0
2596,36,No,Non-Travel,Research & Development,1,3,Life Sciences,1,Male,2,Research Scientist,Married,28380,1,Y,19,8,2,5,5,5,0,2,1,2,3,1,3,0
2597,34,No,Travel_Rarely,Sales,2,3,Marketing,1,Male,4,Healthcare Representative,Single,46950,1,Y,16,8,1,14,2,14,2,1,1,4,2,3,3,0
2598,34,No,Travel_Rarely,Research & Development,19,3,Technical Degree,1,Female,1,Research Director,Divorced,33390,1,Y,16,8,0,9,2,8,1,1,4,3,2,2,3,0
2599,26,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Male,2,Research Scientist,Single,20800,0,Y,13,8,0,8,6,7,7,6,3,1,2,4,3,0
2600,29,No,Travel_Rarely,Research & Development,2,4,Other,1,Male,2,Laboratory Technician,Married,20960,0,Y,22,8,0,6,2,5,0,2,1,1,2,4,4,0
2601,32,No,Non-Travel,Research & Development,3,1,Life Sciences,1,Male,3,Manager,Divorced,62090,5,Y,17,8,1,9,5,5,1,2,3,4,3,4,3,0
2602,31,No,Travel_Frequently,Research & Development,25,5,Technical Degree,1,Female,2,Human Resources,Married,180610,1,Y,14,8,1,10,2,10,8,7,4,1,3,3,3,0
2603,28,Yes,Travel_Rarely,Sales,7,5,Life Sciences,1,Female,2,Sales Representative,Divorced,171230,5,Y,15,8,1,6,2,4,0,3,3,4,2,2,3,1
2604,38,No,Travel_Rarely,Research & Development,9,2,Technical Degree,1,Male,3,Sales Representative,Single,23720,4,Y,12,8,0,20,3,1,0,0,1,1,2,2,3,0
2605,35,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Male,2,Sales Representative,Married,48830,1,Y,18,8,1,10,1,10,0,9,3,4,3,1,3,0
2606,27,No,Travel_Rarely,Sales,2,3,Life Sciences,1,Female,1,Manager,Single,39040,1,Y,15,8,0,7,2,7,0,7,4,4,3,3,3,0
2607,32,No,Travel_Rarely,Research & Development,8,1,Medical,1,Female,2,Research Scientist,Single,46270,8,Y,17,8,1,8,2,1,0,0,4,4,3,2,3,0
2608,31,Yes,Travel_Frequently,Research & Development,2,1,Other,1,Male,3,Sales Executive,Married,70940,1,Y,14,8,1,10,2,10,0,8,1,4,3,3,3,1
2609,53,Yes,Travel_Rarely,Research & Development,18,3,Medical,1,Male,1,Research Scientist,Single,34230,6,Y,15,8,1,15,4,2,2,2,1,1,2,3,3,1
2610,54,No,Travel_Rarely,Research & Development,14,3,Other,1,Male,3,Research Scientist,Married,66740,3,Y,17,8,1,9,2,4,2,3,1,3,2,3,3,0
2611,33,No,Travel_Frequently,Research & Development,2,4,Medical,1,Female,4,Sales Executive,Divorced,168800,1,Y,14,8,3,9,2,9,2,8,4,3,3,3,3,0
2612,43,No,Travel_Rarely,Research & Development,3,3,Medical,1,Male,1,Research Scientist,Married,90940,1,Y,12,8,1,10,0,10,0,9,1,3,3,3,3,0
2613,38,No,Travel_Frequently,Research & Development,2,5,Medical,1,Female,4,Sales Executive,Married,84460,0,Y,14,8,0,7,3,6,1,2,4,2,3,2,3,0
2614,55,No,Travel_Rarely,Sales,9,3,Marketing,1,Male,2,Laboratory Technician,Married,119160,4,Y,15,8,1,35,3,10,1,4,3,2,3,2,3,0
2615,31,No,Travel_Rarely,Sales,6,3,Other,1,Male,1,Manufacturing Director,Divorced,45340,1,Y,13,8,0,1,2,1,0,0,4,4,3,3,3,0
2616,39,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Male,2,Sales Executive,Single,98520,0,Y,12,8,1,21,5,20,11,10,2,1,3,2,3,0
2617,42,No,Non-Travel,Research & Development,10,4,Life Sciences,1,Female,2,Research Scientist,Single,61510,1,Y,13,8,1,20,3,20,3,7,4,3,3,3,3,0
2618,31,No,Non-Travel,Research & Development,14,2,Life Sciences,1,Male,2,Healthcare Representative,Married,23020,4,Y,14,8,0,13,3,11,4,8,3,3,4,3,3,0
2619,54,No,Travel_Rarely,Research & Development,1,3,Medical,1,Female,2,Human Resources,Single,23620,6,Y,13,8,1,9,2,5,1,4,3,1,3,4,3,0
2620,24,No,Travel_Rarely,Research & Development,5,4,Other,1,Male,1,Manufacturing Director,Single,178610,1,Y,11,8,2,4,5,4,1,2,2,3,2,1,3,0
2621,23,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,2,Research Scientist,Single,191870,1,Y,11,8,1,5,2,5,1,4,4,4,4,3,3,0
2622,40,No,Travel_Frequently,Research & Development,21,3,Medical,1,Female,3,Research Scientist,Married,197170,1,Y,21,8,0,10,1,10,9,4,4,3,4,2,4,0
2623,40,No,Travel_Rarely,Research & Development,8,1,Medical,1,Female,5,Research Scientist,Married,35440,3,Y,18,8,3,15,3,11,5,10,2,2,3,2,3,0
2624,25,No,Travel_Rarely,Sales,20,5,Medical,1,Female,2,Laboratory Technician,Married,85000,4,Y,12,8,0,6,2,2,1,2,3,2,3,3,3,0
2625,30,No,Travel_Rarely,Human Resources,20,4,Life Sciences,1,Male,2,Research Scientist,Married,46610,1,Y,11,8,0,12,3,12,1,7,4,2,2,2,3,0
2626,25,No,Travel_Rarely,Research & Development,7,2,Medical,1,Male,5,Sales Executive,Divorced,41030,6,Y,15,8,1,7,2,2,0,2,4,3,2,3,3,0
2627,47,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,2,Sales Executive,Single,42490,2,Y,13,8,1,25,2,17,12,11,1,3,3,2,3,0
2628,33,No,Non-Travel,Research & Development,1,3,Life Sciences,1,Male,2,Research Scientist,Divorced,140260,1,Y,12,8,0,1,4,1,0,0,2,3,2,3,3,0
2629,38,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1,Female,2,Sales Executive,Married,68930,0,Y,17,8,0,16,3,15,5,8,4,2,3,3,3,0
2630,31,No,Travel_Rarely,Research & Development,10,4,Medical,1,Female,3,Sales Executive,Married,61250,0,Y,13,8,1,3,3,2,1,2,1,3,3,3,3,0
2631,38,No,Travel_Frequently,Research & Development,1,4,Other,1,Male,2,Research Scientist,Married,36690,2,Y,19,8,0,10,2,8,7,7,1,3,3,3,3,0
2632,42,No,Travel_Rarely,Research & Development,6,3,Medical,1,Male,2,Laboratory Technician,Divorced,100080,6,Y,19,8,1,9,3,4,1,2,4,1,2,1,3,0
2633,41,No,Travel_Rarely,Sales,2,2,Medical,1,Male,1,Healthcare Representative,Married,23870,3,Y,17,8,1,12,1,5,1,0,4,4,3,1,3,0
2634,47,No,Non-Travel,Research & Development,21,2,Medical,1,Male,1,Sales Executive,Married,46390,0,Y,11,8,1,14,2,13,5,12,3,2,1,2,3,0
2635,35,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Male,2,Healthcare Representative,Married,78980,7,Y,15,8,0,5,2,2,2,2,4,3,3,2,3,0
2636,22,No,Travel_Rarely,Human Resources,12,1,Human Resources,1,Male,2,Sales Executive,Single,25340,0,Y,11,8,0,4,1,3,1,2,4,3,4,3,3,0
2637,35,No,Travel_Rarely,Research & Development,9,3,Medical,1,Female,2,Sales Executive,Single,131420,1,Y,25,8,2,10,4,10,0,8,2,3,3,3,4,0
2638,33,No,Travel_Rarely,Sales,3,4,Medical,1,Male,3,Healthcare Representative,Married,16110,0,Y,14,8,0,10,2,9,8,1,2,4,3,2,3,0
2639,32,No,Travel_Rarely,Research & Development,3,2,Technical Degree,1,Male,3,Manufacturing Director,Single,53630,1,Y,13,8,0,6,4,6,4,1,3,2,3,3,3,0
2640,40,No,Travel_Rarely,Research & Development,1,4,Medical,1,Male,2,Research Director,Married,50710,8,Y,17,8,1,8,3,1,0,0,1,4,2,2,3,0
2641,32,No,Travel_Rarely,Research & Development,1,2,Medical,1,Male,3,Sales Executive,Married,136950,0,Y,13,8,0,3,3,2,2,2,2,2,3,3,3,0
2642,39,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,1,Sales Executive,Single,134020,7,Y,14,8,1,18,1,7,1,7,1,4,3,3,3,0
2643,38,No,Travel_Rarely,Sales,20,4,Medical,1,Female,2,Research Director,Married,20290,3,Y,11,8,1,20,3,18,1,11,2,3,3,2,3,0
2644,32,No,Travel_Rarely,Research & Development,18,3,Life Sciences,1,Male,2,Manager,Married,63770,1,Y,12,8,2,14,3,14,5,7,3,4,3,3,3,0
2645,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,4,Sales Executive,Married,54290,1,Y,17,8,1,16,3,16,6,8,3,4,3,3,3,0
2646,25,No,Travel_Rarely,Research & Development,2,4,Medical,1,Female,2,Manufacturing Director,Divorced,27850,0,Y,21,8,0,6,2,5,0,4,1,3,2,3,4,0
2647,52,No,Non-Travel,Research & Development,2,4,Other,1,Male,1,Manager,Divorced,46140,2,Y,16,8,1,16,3,9,0,0,1,4,2,3,3,0
2648,44,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,Female,1,Sales Representative,Single,26100,6,Y,15,8,0,6,2,4,1,2,2,4,3,3,3,0
2649,21,No,Travel_Rarely,Sales,10,5,Medical,1,Male,3,Research Scientist,Single,66870,1,Y,19,8,3,2,0,2,1,2,3,1,3,3,3,0
2650,39,No,Non-Travel,Research & Development,3,4,Life Sciences,1,Female,2,Research Director,Single,47240,2,Y,12,8,1,21,4,6,1,3,4,4,2,4,3,0
2651,23,Yes,Travel_Frequently,Research & Development,2,4,Life Sciences,1,Female,2,Manufacturing Director,Married,61790,1,Y,11,8,0,1,3,1,1,0,4,1,2,3,3,1
2652,36,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1,Female,2,Laboratory Technician,Married,61200,0,Y,19,8,0,10,2,9,3,4,1,4,3,3,3,0
2653,36,No,Travel_Frequently,Research & Development,16,1,Medical,1,Male,2,Sales Executive,Divorced,105960,7,Y,15,8,0,18,3,4,0,2,4,2,3,2,3,0
2654,56,No,Non-Travel,Research & Development,8,1,Life Sciences,1,Male,1,Sales Executive,Divorced,54670,1,Y,20,8,0,13,6,13,1,9,3,3,2,2,4,0
2655,29,Yes,Travel_Rarely,Research & Development,9,4,Medical,1,Male,2,Sales Representative,Married,29960,9,Y,25,8,0,4,4,2,2,2,1,4,4,3,4,1
2656,42,No,Travel_Rarely,Research & Development,17,1,Life Sciences,1,Male,3,Research Scientist,Married,99980,5,Y,24,8,2,24,3,22,4,14,1,3,2,2,4,0
2657,56,Yes,Travel_Rarely,Sales,10,4,Other,1,Male,2,Sales Executive,Married,40780,8,Y,24,8,1,14,3,10,9,8,4,3,1,3,4,1
2658,41,No,Travel_Rarely,Research & Development,13,4,Life Sciences,1,Female,1,Healthcare Representative,Married,109200,0,Y,15,8,1,21,3,20,0,10,1,2,3,4,3,0
2659,34,No,Travel_Rarely,Sales,1,3,Medical,1,Female,1,Laboratory Technician,Married,62320,1,Y,13,8,1,8,3,8,1,7,4,3,3,3,3,0
2660,36,No,Non-Travel,Sales,1,1,Medical,1,Female,1,Human Resources,Divorced,132470,1,Y,14,8,0,15,3,15,11,11,4,4,2,3,3,0
2661,41,No,Travel_Rarely,Research & Development,1,5,Medical,1,Male,1,Healthcare Representative,Divorced,40810,2,Y,13,8,0,14,3,5,0,4,3,2,3,3,3,0
2662,32,No,Travel_Rarely,Sales,9,4,Life Sciences,1,Female,2,Research Scientist,Single,57690,1,Y,11,8,0,4,3,4,1,2,4,1,3,3,3,0
2663,35,No,Travel_Rarely,Research & Development,16,3,Medical,1,Female,2,Healthcare Representative,Single,23940,1,Y,16,8,1,9,3,9,1,7,3,4,3,3,3,0
2664,38,No,Travel_Rarely,Research & Development,23,3,Medical,1,Male,3,Sales Representative,Married,39040,1,Y,22,8,0,10,3,10,1,9,1,4,3,2,4,0
2665,50,Yes,Travel_Frequently,Sales,4,2,Life Sciences,1,Female,2,Laboratory Technician,Divorced,167990,7,Y,14,8,1,12,2,6,0,1,2,3,3,2,3,1
2666,36,No,Travel_Rarely,Research & Development,22,4,Life Sciences,1,Male,1,Healthcare Representative,Married,29500,4,Y,14,8,0,8,1,6,0,0,2,4,2,2,3,0
2667,45,No,Travel_Rarely,Sales,24,3,Life Sciences,1,Male,1,Laboratory Technician,Single,36290,8,Y,16,8,1,8,2,5,0,1,4,3,3,4,3,0
2668,40,No,Travel_Rarely,Sales,10,4,Life Sciences,1,Male,1,Research Scientist,Single,93620,2,Y,11,8,1,8,6,2,2,2,3,3,3,3,3,0
2669,35,No,Travel_Frequently,Sales,7,2,Life Sciences,1,Male,2,Manufacturing Director,Married,32290,1,Y,25,8,0,10,2,10,0,2,3,3,4,2,4,0
2670,40,No,Travel_Rarely,Research & Development,17,4,Life Sciences,1,Male,1,Manager,Married,35780,2,Y,14,8,1,20,2,5,0,2,3,3,3,3,3,0
2671,35,No,Travel_Rarely,Human Resources,14,1,Life Sciences,1,Male,2,Research Scientist,Married,79880,1,Y,18,8,0,4,3,4,1,1,3,4,3,3,3,0
2672,29,No,Travel_Rarely,Research & Development,1,3,Medical,1,Male,3,Sales Executive,Married,42840,4,Y,11,8,0,10,5,4,0,3,4,2,3,2,3,0
2673,29,No,Travel_Rarely,Research & Development,5,3,Medical,1,Male,2,Sales Representative,Single,75530,1,Y,19,8,0,5,3,5,0,4,4,1,1,3,3,0
2674,50,Yes,Travel_Rarely,Research & Development,17,3,Medical,1,Male,1,Research Scientist,Divorced,173280,4,Y,15,8,2,20,1,3,2,0,4,1,3,3,3,1
2675,39,No,Travel_Rarely,Sales,25,3,Medical,1,Male,2,Sales Executive,Married,197010,0,Y,11,8,0,21,3,20,9,6,2,4,2,4,3,0
2676,31,No,Non-Travel,Research & Development,8,4,Life Sciences,1,Female,4,Sales Executive,Single,147320,0,Y,12,8,0,10,3,9,1,7,2,1,3,3,3,0
2677,26,No,Travel_Rarely,Research & Development,11,4,Medical,1,Male,2,Manager,Single,92780,0,Y,20,8,0,5,3,4,0,0,4,3,3,3,4,0
2678,36,No,Travel_Frequently,Research & Development,5,1,Technical Degree,1,Male,1,Sales Executive,Married,13590,4,Y,12,8,0,17,2,5,0,3,3,4,3,3,3,0
2679,39,No,Travel_Rarely,Research & Development,2,1,Medical,1,Female,1,Research Scientist,Married,47790,4,Y,14,8,2,9,3,7,1,7,4,1,3,3,3,0
2680,27,No,Travel_Rarely,Research & Development,8,2,Medical,1,Male,1,Laboratory Technician,Married,164220,1,Y,20,8,1,6,3,6,0,3,2,2,3,3,4,0
2681,49,No,Travel_Frequently,Research & Development,6,1,Medical,1,Male,3,Healthcare Representative,Married,29960,2,Y,18,8,1,17,2,9,0,8,4,2,2,2,3,0
2682,34,No,Travel_Rarely,Sales,4,3,Medical,1,Female,1,Sales Executive,Married,12610,2,Y,14,8,1,6,6,4,1,2,2,3,4,3,3,0
2683,41,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Female,1,Research Scientist,Single,20990,8,Y,12,8,1,8,2,6,0,5,2,4,1,3,3,1
2684,49,No,Travel_Frequently,Sales,1,4,Life Sciences,1,Female,2,Manufacturing Director,Married,58100,1,Y,21,8,1,10,2,10,1,7,3,2,3,3,4,0
2685,37,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,1,Sales Executive,Single,56470,6,Y,19,8,0,7,2,0,0,0,4,3,3,3,3,1
2686,33,No,Travel_Frequently,Research & Development,10,2,Medical,1,Male,2,Research Scientist,Married,34200,1,Y,14,8,0,8,3,8,3,0,4,3,3,3,3,0
2687,27,No,Travel_Rarely,Sales,5,4,Medical,1,Female,4,Manufacturing Director,Married,44000,9,Y,17,8,1,6,3,2,2,2,1,2,3,2,3,0
2688,32,No,Travel_Frequently,Research & Development,9,2,Medical,1,Female,2,Research Scientist,Single,35000,0,Y,16,8,1,8,2,7,3,6,4,4,2,2,3,0
2689,59,No,Travel_Rarely,Sales,2,2,Marketing,1,Female,5,Sales Representative,Married,20660,4,Y,12,8,1,12,3,1,0,0,3,1,2,3,3,0
2690,30,No,Travel_Rarely,Research & Development,11,4,Medical,1,Male,2,Laboratory Technician,Divorced,171690,1,Y,17,8,2,1,2,1,0,0,4,3,3,3,3,0
2691,38,No,Travel_Frequently,Sales,18,4,Life Sciences,1,Male,2,Healthcare Representative,Single,41620,0,Y,15,8,1,10,1,9,1,8,4,3,3,3,3,0
2692,36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,1,Sales Executive,Married,92040,6,Y,23,8,1,17,2,7,7,7,3,3,2,3,4,0
2693,35,No,Travel_Rarely,Human Resources,3,4,Human Resources,1,Male,2,Manager,Married,32940,0,Y,11,8,0,6,2,5,0,3,1,2,3,3,3,0
2694,29,No,Travel_Rarely,Sales,29,4,Life Sciences,1,Male,2,Laboratory Technician,Single,21270,0,Y,11,8,1,10,3,9,0,8,4,3,3,2,3,0
2695,31,No,Travel_Rarely,Research & Development,2,2,Medical,1,Male,2,Laboratory Technician,Divorced,39750,1,Y,15,8,1,5,3,5,4,3,1,3,2,3,3,0
2696,34,No,Travel_Rarely,Research & Development,28,3,Technical Degree,1,Male,1,Laboratory Technician,Divorced,107930,0,Y,11,8,3,3,1,2,1,2,2,4,3,2,3,0
2697,28,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,5,Research Director,Single,100960,NA,Y,13,8,0,6,2,4,0,3,3,3,3,3,3,1
2698,29,No,Travel_Rarely,Research & Development,16,2,Life Sciences,1,Female,4,Laboratory Technician,Divorced,36460,1,Y,14,8,0,10,3,10,8,8,2,1,3,4,3,0
2699,32,No,Travel_Rarely,Human Resources,22,3,Human Resources,1,Female,2,Research Director,Divorced,74460,0,Y,19,8,0,7,3,6,0,5,1,2,2,3,3,0
2700,22,No,Non-Travel,Research & Development,8,3,Life Sciences,1,Female,3,Sales Executive,Divorced,108510,1,Y,16,8,1,1,2,1,0,0,4,4,2,4,3,0
2701,53,No,Travel_Rarely,Research & Development,11,3,Medical,1,Male,2,Manager,Married,21090,2,Y,13,8,0,31,3,25,3,7,1,4,3,3,3,0
2702,38,No,Travel_Rarely,Research & Development,29,3,Life Sciences,1,Female,1,Manufacturing Director,Single,37220,5,Y,14,8,0,6,0,3,1,2,4,4,3,3,3,0
2703,24,No,Non-Travel,Research & Development,1,5,Life Sciences,1,Male,3,Research Scientist,Divorced,93800,0,Y,16,8,0,5,2,4,1,3,1,3,2,2,3,0
2704,36,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,1,Research Director,Single,54860,7,Y,12,8,1,10,2,5,0,3,3,1,3,3,3,1
2705,34,No,Travel_Rarely,Sales,24,3,Marketing,1,Male,4,Research Scientist,Single,27420,0,Y,11,8,1,13,2,12,2,11,1,2,3,3,3,0
2706,21,No,Travel_Rarely,Sales,2,3,Life Sciences,1,Male,2,Manufacturing Director,Single,137570,1,Y,12,8,1,0,3,0,0,0,3,4,3,3,3,0
2707,34,Yes,Travel_Rarely,Sales,15,2,Marketing,1,Female,2,Research Scientist,Single,84630,2,Y,13,8,0,8,2,4,1,3,2,1,3,1,3,1
2708,53,No,Travel_Rarely,Sales,2,1,Life Sciences,1,Male,5,Human Resources,Divorced,31620,4,Y,15,8,0,26,4,14,4,8,3,NA,2,3,3,0
2709,32,Yes,Travel_Frequently,Research & Development,10,3,Medical,1,Female,2,Manufacturing Director,Single,165980,1,Y,13,8,0,10,2,10,6,7,2,1,3,3,3,1
2710,42,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,Male,2,Laboratory Technician,Married,66510,0,Y,20,8,0,10,5,9,4,2,3,2,NA,2,4,0
2711,44,No,Travel_Rarely,Research & Development,3,1,Life Sciences,1,Female,1,Manufacturing Director,Married,23450,3,Y,15,8,2,24,0,22,5,17,1,4,3,3,3,0
2712,46,No,Travel_Rarely,Sales,2,3,Life Sciences,1,Female,1,Research Scientist,Single,34200,3,Y,13,8,2,22,3,2,2,1,2,1,2,1,3,0
2713,33,No,Travel_Rarely,Sales,3,3,Medical,1,Male,1,Manufacturing Director,Single,43730,4,Y,14,8,0,7,3,1,0,0,3,4,3,3,3,0
2714,44,No,Travel_Rarely,Human Resources,26,3,Life Sciences,1,Male,5,Healthcare Representative,Married,47590,2,Y,21,8,0,9,2,4,1,3,4,4,4,3,4,0
2715,30,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Female,1,Research Scientist,Single,53010,1,Y,16,8,1,10,3,10,1,8,4,3,3,3,3,0
2716,39,Yes,Travel_Rarely,Human Resources,1,4,Medical,1,Male,1,Sales Executive,Married,36730,3,Y,14,8,1,19,3,1,0,0,4,4,4,3,3,1
2717,24,Yes,Travel_Rarely,Human Resources,2,5,Human Resources,1,Male,3,Sales Executive,Married,47680,2,Y,11,8,1,6,2,2,2,0,2,4,2,2,3,1
2718,43,No,Travel_Rarely,Sales,9,5,Technical Degree,1,Female,1,Research Director,Divorced,12740,1,Y,19,8,0,6,3,5,1,4,4,3,2,2,3,0
2719,50,Yes,Travel_Rarely,Research & Development,12,4,Medical,1,Male,1,Research Director,Married,49000,1,Y,11,8,0,3,3,3,0,2,1,3,3,2,3,1
2720,35,No,Travel_Rarely,Sales,2,4,Marketing,1,Male,3,Manufacturing Director,Married,104660,1,Y,13,8,0,2,1,2,2,2,4,4,3,3,3,0
2721,36,No,Travel_Rarely,Research & Development,25,1,Life Sciences,1,Female,4,Sales Executive,Married,170070,9,Y,12,8,1,6,2,1,0,0,2,1,4,2,3,0
2722,33,No,Travel_Frequently,Sales,9,2,Marketing,1,Male,4,Human Resources,Married,29090,2,Y,11,8,0,10,2,5,1,3,3,1,3,2,3,0
2723,35,No,Travel_Rarely,Research & Development,10,1,Medical,1,Male,1,Research Scientist,Divorced,57650,1,Y,14,8,1,1,2,1,0,0,3,4,3,3,3,0
2724,27,No,Travel_Rarely,Sales,8,2,Marketing,1,Female,3,Research Scientist,Divorced,45990,1,Y,15,8,1,1,3,1,0,0,4,1,3,2,3,0
2725,26,Yes,Travel_Rarely,Sales,4,3,Marketing,1,Male,2,Manager,Single,24040,1,Y,12,8,0,1,6,1,0,1,1,3,2,3,3,1
2726,27,No,Travel_Frequently,Sales,24,3,Life Sciences,1,Male,4,Healthcare Representative,Single,31720,1,Y,20,8,1,9,1,9,1,7,4,3,3,3,4,0
2727,30,No,Travel_Frequently,Research & Development,1,4,Medical,1,Male,1,Research Scientist,Single,20330,1,Y,14,8,1,12,3,12,3,7,3,4,3,1,3,0
2728,41,Yes,Travel_Rarely,Sales,20,4,Marketing,1,Male,2,Sales Executive,Married,102090,1,Y,13,8,1,23,2,22,15,8,2,3,3,3,3,1
2729,34,No,Non-Travel,Research & Development,7,2,Technical Degree,1,Female,1,Research Scientist,Single,86200,0,Y,13,8,1,10,2,9,8,7,2,3,3,2,3,0
2730,37,No,Travel_Rarely,Research & Development,17,3,Life Sciences,1,Female,3,Sales Executive,Married,20640,4,Y,16,8,0,8,3,1,0,0,2,2,3,2,3,0
2731,46,No,Travel_Frequently,Research & Development,20,3,Technical Degree,1,Male,3,Sales Executive,Single,40350,4,Y,14,8,1,14,2,9,0,8,1,4,3,3,3,0
2732,35,No,Travel_Rarely,Research & Development,8,4,Medical,1,Female,3,Research Scientist,Married,38380,1,Y,16,8,1,1,2,1,0,1,4,4,3,3,3,0
2733,48,Yes,Travel_Rarely,Research & Development,2,4,Technical Degree,1,Female,1,Sales Executive,Single,45910,9,Y,16,8,0,23,6,1,0,0,1,3,3,1,3,1
2734,28,Yes,Travel_Rarely,Research & Development,10,1,Medical,1,Male,1,Sales Executive,Single,25610,1,Y,22,8,1,2,3,2,2,2,3,3,2,3,4,1
2735,44,No,Travel_Rarely,Research & Development,1,1,Medical,1,Female,3,Research Scientist,Divorced,15630,5,Y,12,8,2,9,3,4,1,3,2,1,2,3,3,0
2736,35,No,Non-Travel,Research & Development,5,4,Technical Degree,1,Female,3,Manufacturing Director,Married,48980,2,Y,15,8,2,10,2,4,2,3,3,1,3,3,3,0
2737,26,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Female,3,Sales Executive,Married,47890,7,Y,20,8,1,5,2,2,0,0,NA,4,2,3,4,0
2738,33,No,Travel_Frequently,Sales,29,4,Life Sciences,1,Female,1,Human Resources,Single,31800,1,Y,14,8,1,15,2,15,8,12,1,4,3,3,3,0
2739,35,No,Travel_Frequently,Research & Development,15,3,Medical,1,Male,3,Manufacturing Director,Married,65490,1,Y,20,8,0,9,3,9,1,8,2,1,2,3,4,0
2740,35,No,Travel_Rarely,Human Resources,3,2,Life Sciences,1,Female,1,Laboratory Technician,Married,63880,3,Y,13,8,0,4,6,2,2,2,3,1,3,2,3,0
2741,31,No,Travel_Rarely,Sales,10,2,Life Sciences,1,Female,2,Research Scientist,Divorced,112440,3,Y,12,8,1,10,3,7,1,7,4,4,2,3,3,0
2742,37,No,Travel_Rarely,Sales,4,3,Marketing,1,Male,4,Human Resources,Divorced,160320,1,Y,13,8,0,7,2,7,0,7,1,3,4,3,3,0
2743,32,No,Travel_Rarely,Research & Development,21,3,Other,1,Male,2,Sales Executive,Married,23620,1,Y,11,8,0,9,2,9,7,8,1,4,3,3,3,0
2744,38,No,Travel_Frequently,Research & Development,25,3,Medical,1,Male,2,Manufacturing Director,Single,163280,1,Y,17,8,3,10,2,10,9,9,4,4,3,3,3,0
2745,50,No,Travel_Rarely,Sales,2,4,Marketing,1,Female,4,Research Scientist,Divorced,83760,5,Y,14,8,3,29,2,27,13,8,2,3,2,3,3,0
2746,59,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,1,Laboratory Technician,Single,166060,7,Y,11,8,0,28,6,21,7,9,1,1,2,3,3,0
2747,36,No,Travel_Rarely,Sales,1,2,Marketing,1,Female,2,Sales Executive,Divorced,86060,1,Y,14,8,2,17,3,17,12,8,3,3,3,3,3,0
2748,55,No,Travel_Rarely,Research & Development,7,3,Medical,1,Male,3,Research Scientist,Divorced,22720,2,Y,17,8,1,21,2,5,0,2,4,3,3,3,3,0
2749,36,No,Travel_Frequently,Research & Development,3,3,Life Sciences,1,Female,2,Laboratory Technician,Single,20180,1,Y,13,8,0,6,5,6,0,3,2,2,3,3,3,0
2750,45,No,Travel_Rarely,Research & Development,1,2,Medical,1,Female,1,Sales Executive,Divorced,70830,2,Y,12,8,1,25,5,1,0,0,2,1,3,3,3,0
2751,35,No,Travel_Frequently,Human Resources,9,3,Other,1,Female,2,Sales Representative,Married,40840,4,Y,13,8,1,5,3,3,1,2,2,1,2,3,3,0
2752,36,Yes,Travel_Rarely,Sales,7,2,Life Sciences,1,Male,4,Laboratory Technician,Married,144110,0,Y,18,8,3,2,2,1,0,0,4,3,2,4,3,1
2753,59,No,Travel_Frequently,Research & Development,10,4,Life Sciences,1,Male,3,Research Scientist,Single,23080,7,Y,19,8,1,20,4,4,1,3,1,3,2,2,3,0
2754,29,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,Female,1,Sales Representative,Married,48410,0,Y,11,8,0,6,3,5,0,4,3,2,3,3,3,0
2755,31,No,Travel_Rarely,Research & Development,3,2,Medical,1,Female,3,Sales Executive,Single,42850,1,Y,21,8,1,1,2,1,1,0,3,2,3,1,4,0
